customerID,Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer Feedback,Category,Recommendation
8167-GJLRN,Male,0,No,No,3,No,No,general loan,No,No,No,Yes,No,No,Month-to-month,No,30.4,82.15,No,The loan processing fees were clearly communicated.,Loans,
1285-OKIPP,Male,0,No,No,1,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,No,79.9,79.9,Yes,The branch is always very crowded.,Branch Service,
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.7,251.6,No,The ATM network is unreliable.,ATM Service,
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,24.25,1424.6,No,The Debit Card PIN reset process is very confusing.,Debit Card,
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,99.35,4749.15,Yes,The loan interest rates are too high.,Loans,
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,84.8,371.9,Yes,The loan processing time is too long.,Loans,
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,112.25,8041.65,No,How do I check my Savings Account balance?,Savings Account,
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,general loan,No,No,Yes,Yes,No,No,Month-to-month,No,55.2,528.35,Yes,The loan disbursement process is very slow.,Loans,
3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Two year,Yes,104.8,6597.25,No,The loan application process is very complicated.,Loans,
2232-DMLXU,Female,0,Yes,No,1,Yes,No,general loan,No,No,No,No,Yes,No,Month-to-month,No,55.2,55.2,Yes,The ATM network is very unreliable.,ATM Service,
9919-YLNNG,Female,0,No,No,42,Yes,No,top up loan,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,103.8,4327.5,No,The interest rates on my Savings Account are too low.,Savings Account,
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.4,242.8,Yes,The mobile banking app lacks essential features.,Mobile Banking,
5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,74.35,334.8,Yes,The loan documentation process is very cumbersome.,Loans,
4312-KFRXN,Male,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.4,1710.9,No,How do I calculate my loan EMI?,Loans,
3577-AMVUX,Male,0,No,No,1,Yes,No,general loan,No,No,Yes,Yes,No,No,Month-to-month,No,55.05,55.05,No,The branch does not have enough staff.,Branch Service,
1258-YMZNM,Female,1,No,No,27,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,110.5,2857.6,No,The Credit Card cashback offers are very good.,Credit Card,
1982-FEBTD,Female,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.6,514.75,No,The Credit Card benefits are very rewarding.,Credit Cards,
5175-WLYXL,Male,0,No,No,22,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,78.85,1600.25,No,The delivery of the Debit Card was faster than expected.,Debit Cards,
5125-CNDSP,Male,0,No,Yes,63,No,No,general loan,Yes,Yes,No,Yes,No,No,One year,Yes,40.6,2588.95,No,The Savings Account opening process is very easy.,Savings Account,
3668-QPYBK,Male,0,No,No,2,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,53.85,108.15,Yes,The loan documentation process is very complicated.,Loans,
2996-XAUVF,Male,0,No,No,70,No,No,general loan,No,No,No,Yes,No,Yes,Two year,Yes,40.05,2799.75,No,The ATM withdrawal limit is too low.,ATM Service,
5174-ITUMV,Male,0,Yes,Yes,67,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,105.4,6989.45,No,The branch has a very long wait time.,Branch Service,
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.35,1559.25,No,What is the processing time for a Loan?,Loans,
6348-SNFUS,Male,0,Yes,Yes,72,No,No,general loan,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,55.45,4179.2,No,The ATM network is very unreliable.,ATM Service,
4612-SSVHJ,Female,1,No,No,20,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,81.45,1671.6,No,The Savings Account opening process was very smooth.,Savings Account,
4847-TAJYI,Female,1,No,No,6,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.35,567.8,No,The Credit Card billing process is confusing.,Credit Card,
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,One year,No,20.05,415.1,No,The loan interest rates are very competitive.,Loans,
0811-GSDTP,Female,0,No,Yes,13,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,30.15,382.2,No,My Debit Card is not reading the chip.,Debit Card,
6797-UCJHZ,Female,1,Yes,No,66,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,No,104.6,6819.45,No,"The Current Account services are excellent, especially for business transactions.",Current Account,
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,19.9,19.9,Yes,The ATM network is unreliable.,ATM Service,
5839-SUYVZ,Male,0,No,No,16,Yes,No,top up loan,No,No,No,Yes,No,No,Month-to-month,Yes,74.55,1170.5,No,The bank's security measures are very reassuring.,General,
8597-CWYHH,Male,0,No,No,43,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,One year,No,94.35,3921.3,No,The loan approval process was straightforward and hassle-free.,Loans,
7838-LAZFO,Male,0,Yes,No,45,Yes,No,general loan,Yes,Yes,Yes,No,Yes,Yes,One year,No,78.8,3597.5,No,How do I set up online banking for my account?,General,
8184-WMOFI,Male,0,Yes,Yes,62,Yes,No,general loan,Yes,No,Yes,Yes,No,Yes,One year,No,71.4,4487.3,No,How do I dispute a charge on my Credit Card?,Credit Cards,
9565-FLVCG,Male,0,Yes,Yes,65,Yes,Yes,general loan,Yes,Yes,No,No,No,Yes,Two year,Yes,69.55,4459.15,No,The loan customer service is very helpful.,Loans,
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,90.4,6668.05,No,The process of opening a Current Account took too long.,Current Account,
7596-ZYWBB,Female,0,No,No,65,Yes,No,general loan,Yes,Yes,No,Yes,No,No,Two year,Yes,59.6,3739.8,No,The loan processing fees were not clearly communicated.,Loans,
9625-QSTYE,Female,0,No,No,13,Yes,No,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,81.15,952.3,Yes,I faced difficulty in getting my Credit Card activated.,Credit Cards,
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,top up loan,No,Yes,No,Yes,Yes,Yes,Two year,Yes,105.25,6823.4,No,What is the interest rate for a Car Loan?,Loans,
9574-BOSMD,Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.4,1620.2,No,Can I request a bank statement online?,General,
1708-PBBOA,Female,0,No,No,42,No,No,general loan,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,54.75,2348.45,No,The Savings Account interest rates are very competitive.,Savings Account,
8404-VLQFB,Female,0,Yes,Yes,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,25.25,394.85,No,The loan repayment terms are very flexible.,Loans,
0021-IKXGC,Female,1,No,No,1,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,72.1,72.1,No,The loan documentation process is very cumbersome.,Loans,
3758-CKOQL,Female,0,Yes,No,59,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,107,6152.3,No,The customer service representatives for Credit Cards are very rude.,Credit Cards,
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,88.1,5526.75,No,The delivery of the Debit Card was faster than expected.,Debit Cards,
1820-TQVEV,Male,0,No,No,1,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,69.55,69.55,Yes,The loan documentation process is cumbersome.,Loans,
6583-SZVGP,Male,0,No,No,48,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Two year,Yes,108.1,5067.45,No,The bank's helpline is always available.,General,
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,top up loan,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,102.7,5138.1,No,I am happy with the quick response from customer support.,Customer Support,
1775-KWJKQ,Male,0,Yes,Yes,72,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,89.85,6562.9,No,The fixed deposit interest rates are very attractive.,Fixed Deposit,
2276-YDAVZ,Female,0,No,No,3,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,75.1,270.7,Yes,The Debit Card is not accepted at many places.,Debit Card,
3050-GBUSH,Female,0,No,No,3,No,No,general loan,No,No,No,No,Yes,No,Month-to-month,Yes,34.8,113.95,No,The online banking security features are excellent.,Online Banking,
7131-ZQZNK,Female,0,Yes,Yes,60,No,No,general loan,Yes,No,Yes,Yes,Yes,Yes,Two year,No,59.85,3590.2,No,The Savings Account service charges are too high.,Savings Account,
7795-CFOCW,Male,0,No,No,45,No,No,general loan,Yes,No,Yes,Yes,No,No,One year,No,42.3,1840.75,No,The overall banking services are satisfactory and meet my needs.,General,
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,20.05,1360.25,No,The ATM withdrawal limit is too low.,ATM Service,
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,One year,Yes,89.7,6588.95,No,The ATM fees are too high.,ATM Service,
8405-IGQFX,Female,0,No,No,63,Yes,No,top up loan,No,No,Yes,Yes,Yes,No,One year,Yes,90.05,5817,No,I am pleased with the user-friendly online banking portal.,Online Banking,
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,general loan,Yes,Yes,No,Yes,No,No,Month-to-month,No,59.6,2970.3,No,The Debit Card is not accepted at many places.,Debit Card,
8224-IVVPA,Female,0,No,No,27,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,56.7,1652.95,No,The Current Account statements are very clear and detailed.,Current Account,
7760-OYPDY,Female,0,No,No,2,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,80.65,144.15,Yes,The mobile banking app does not support multiple accounts.,Mobile Banking,
4929-XIHVW,Male,1,Yes,No,2,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,95.5,181.65,No,The customer support for Credit Card issues is very responsive.,Credit Cards,
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,top up loan,No,Yes,No,No,No,Yes,Month-to-month,No,83.3,1845.9,Yes,The process of opening a Current Account took too long.,Current Account,
6862-CQUMB,Male,0,No,No,37,Yes,No,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,96.1,3646.8,No,I am happy with the fixed deposit renewal process.,Fixed Deposit,
7876-AEHIG,Female,0,No,Yes,51,No,No,general loan,Yes,No,Yes,Yes,Yes,Yes,One year,No,60.15,3077,No,The Current Account management is very convenient.,Current Account,
6440-DKQGE,Male,0,No,Yes,30,Yes,No,general loan,No,Yes,Yes,No,Yes,No,One year,No,64.5,1929.95,No,My Credit Card statement has an error.,Credit Card,
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,No,20.15,930.9,No,"The Current Account services are excellent, especially for business transactions.",Current Account,
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,general loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,74.55,3015.75,No,Can I get a supplementary Credit Card for my family member?,Credit Cards,
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,No,Two year,No,99.9,7251.7,No,My Savings Account was closed without proper notification.,Savings Account,
3196-NVXLZ,Female,0,No,No,25,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,84.6,2088.05,No,The rewards program for Credit Cards is very beneficial.,Credit Cards,
8626-PTQGE,Male,0,No,No,69,No,No,general loan,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,60.05,4176.7,No,The mobile app has frequent downtime.,Mobile Banking,
3009-JWMPU,Male,0,No,No,62,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,One year,Yes,96.75,6125.4,Yes,The Debit Card PIN reset process is confusing.,Debit Card,
4130-MZLCC,Female,0,No,No,5,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,50.55,244.75,No,I want to open a Savings Account.,Savings Account,
4374-YMUSQ,Male,0,No,No,34,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,116.25,3899.05,No,The bank's fraud protection services are very effective.,General,
4849-PYRLQ,Female,1,No,No,56,Yes,Yes,general loan,Yes,No,Yes,Yes,No,Yes,Two year,No,73.25,4054.2,No,The Current Account statement is very easy to access.,Current Account,
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,top up loan,Yes,No,No,No,No,No,Month-to-month,No,82.4,1592.35,Yes,The customer service representatives for Credit Cards are very rude.,Credit Cards,
1216-JWVUX,Male,0,Yes,Yes,25,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,75.5,1901.05,No,I had issues with unauthorized charges on my Credit Card.,Credit Cards,
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,top up loan,No,No,No,Yes,Yes,No,Month-to-month,Yes,91.5,3236.35,No,The bank's security measures are not up to the mark.,General,
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,No,Yes,No,No,Two year,Yes,90.35,6563.4,No,The loan prepayment charges are too high.,Loans,
7549-MYGPK,Female,0,Yes,Yes,63,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,100.55,6215.35,Yes,The mobile banking app does not support my device.,Mobile Banking,
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,top up loan,No,Yes,Yes,Yes,No,No,One year,No,86.8,1940.8,No,The ATM withdrawal limit is too low.,ATM Service,
2359-KMGLI,Male,0,No,No,24,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,80.25,1861.5,Yes,The ATM is often out of service.,ATM Service,
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,20.4,1090.65,No,The loan application process is very complicated.,Loans,
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,25.9,1216.6,No,The replacement process for lost Debit Cards is very efficient.,Debit Cards,
1342-JPNKI,Male,0,No,No,10,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,86.05,834.1,Yes,The loan prepayment charges are too high.,Loans,
5676-CFLYY,Male,0,Yes,Yes,71,Yes,No,general loan,No,Yes,No,Yes,Yes,Yes,Two year,Yes,73.35,5154.5,No,Can I have multiple Savings Accounts?,Savings Account,
1452-KIOVK,Male,0,No,Yes,22,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,89.1,1949.4,No,How do I get a passbook for my Savings Account?,Savings Account,
6982-SSHFK,Male,0,No,No,1,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,44.4,44.4,Yes,The Savings Account minimum balance requirement is too high.,Savings Account,
2070-FNEXE,Female,1,No,No,7,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,No,76.45,503.6,Yes,The Debit Card PIN reset process is very confusing.,Debit Card,
5756-JYOJT,Female,0,No,No,11,Yes,No,general loan,No,No,Yes,Yes,No,Yes,One year,No,64.9,697.25,No,The ATM network is very unreliable.,ATM Service,
4115-NZRKS,Female,1,No,No,7,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.15,574.35,No,The ATM fees are too high.,ATM Service,
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,general loan,Yes,No,No,No,No,Yes,Month-to-month,No,64.8,1166.7,No,The online banking transactions are very secure.,Online Banking,
3482-ABPKK,Female,0,No,No,28,Yes,No,general loan,Yes,No,No,Yes,No,No,One year,No,54.3,1546.3,No,The Credit Card customer service is very responsive.,Credit Card,
2800-VEQXM,Female,0,No,No,3,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,74.75,238.1,No,My Credit Card limit has been reduced.,Credit Card,
6713-OKOMC,Female,0,No,No,10,No,No,general loan,Yes,No,No,No,No,No,Month-to-month,No,29.75,301.9,No,I want to apply for a home loan. What documents are required?,Loans,
0621-JFHOL,Female,0,No,No,10,No,No,general loan,No,No,No,Yes,No,No,Two year,Yes,29.6,299.05,No,The fixed deposit interest rates are very attractive.,Fixed Deposit,
7018-WBJNK,Male,0,No,Yes,13,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,78.3,1033.95,No,The overdraft protection for Current Accounts is very helpful.,Current Account,
1937-OTUKY,Female,0,Yes,No,72,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,No,Two year,Yes,98.2,7015.9,No,The delivery of the Debit Card was faster than expected.,Debit Cards,
7129-AZJDE,Male,0,Yes,Yes,34,Yes,No,top up loan,No,No,No,No,No,Yes,One year,Yes,78.95,2647.2,No,The loan interest rates are not competitive.,Loans,
0257-ZESQC,Female,1,Yes,No,27,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,75.2,1929.35,Yes,The ATM fees are too high.,ATM Service,
5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,top up loan,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,93.85,4733.1,No,My Credit Card is not working abroad.,Credit Card,
2654-VBVPB,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.9,19.9,No,Can I get a checkbook for my Current Account?,Current Account,
3197-ARFOY,Female,1,No,No,19,Yes,No,top up loan,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,105,2007.25,No,The rewards program for Credit Cards is very beneficial.,Credit Cards,
3442-ZHHCC,Male,0,No,No,68,Yes,Yes,general loan,Yes,Yes,Yes,No,No,Yes,One year,Yes,76.9,5023,No,The Savings Account opening process is very easy.,Savings Account,
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,top up loan,No,Yes,No,No,No,Yes,Month-to-month,Yes,90.85,90.85,Yes,The customer service for my Loan is unresponsive.,Loans,
4808-YNLEU,Female,0,Yes,No,35,Yes,No,general loan,Yes,No,No,No,Yes,No,One year,Yes,62.15,2215.45,No,The branch is not accessible for disabled customers.,Branch Service,
7764-BDPEE,Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.85,60.65,No,The Debit Card delivery is very delayed.,Debit Card,
5583-SXDAG,Male,0,Yes,No,1,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70,70,Yes,The Current Account customer service is very poor.,Current Account,
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,Yes,20.2,20.2,No,I appreciate the low fees on my Savings Account.,Savings Account,
0887-HJGAR,Male,0,No,No,1,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,45.7,45.7,Yes,The branch is always crowded and slow.,Branch Service,
0356-OBMAC,Female,1,No,No,56,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,No,Two year,Yes,99.9,5706.3,No,The fixed deposit rates are not competitive.,Fixed Deposit,
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No,No,No,No,No,,One year,Yes,24.45,1066.15,No,The Current Account management is very convenient.,Current Account,
3488-PGMQJ,Male,1,No,No,8,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,74.5,606.55,Yes,The loan application process is very complicated.,Loans,
1658-BYGOY,Male,1,No,No,18,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.45,1752.55,Yes,The branch is always very crowded.,Branch Service,
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.2,83.75,No,The fixed deposit renewal process is very easy.,Fixed Deposit,
9227-UAQFT,Male,0,No,No,16,Yes,No,No,No,No,No,No,No,No,Two year,No,19.75,284.35,No,I forgot my Debit Card PIN. How can I reset it?,Debit Cards,
9778-OGKQZ,Male,0,Yes,No,72,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,92,6782.15,No,My Credit Card is not generating a statement.,Credit Card,
0195-IESCP,Male,0,Yes,No,10,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,Yes,85.25,855.3,Yes,The branch has a very long wait time.,Branch Service,
7134-MJPDY,Female,1,No,No,66,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,One year,Yes,102.85,6976.75,No,I am happy with the efficient customer support.,Customer Support,
2826-UWHIS,Male,0,Yes,No,45,Yes,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,No,81.4,3775.85,No,The Current Account management is very convenient.,Current Account,
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.7,113.5,No,What are the daily withdrawal limits for Debit Cards?,Debit Cards,
5160-UXJED,Male,0,No,Yes,17,Yes,No,general loan,No,No,No,No,No,No,One year,No,44.6,681.4,No,The bank's fraud protection measures are inadequate.,General,
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,general loan,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,68.55,564.35,No,The Current Account maintenance charges are too high.,Current Account,
9146-JRIOX,Female,0,Yes,Yes,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,25.55,372.45,No,The branch does not have enough seating.,Branch Service,
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,general loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,84,5714.25,No,My Savings Account statements are always incorrect.,Savings Account,
1853-ARAAQ,Female,0,No,No,26,No,No,general loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,50.35,1277.5,No,The ATM is often out of service.,ATM Service,
0030-FNXPP,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.85,57.2,No,The online banking security features are excellent.,Online Banking,
7534-BFESC,Male,1,No,No,24,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,76.1,1712.7,Yes,The bank's fraud protection measures are inadequate.,General,
8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,One year,No,100.35,5681.1,No,The loan prepayment charges are too high.,Loans,
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,No,No,No,No,No,No,One year,Yes,20.25,865,No,My Savings Account was closed without proper notification.,Savings Account,
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,top up loan,No,Yes,Yes,Yes,No,Yes,One year,Yes,99.75,5608.4,No,The loan approval process took too long.,Loans,
9514-JDSKI,Male,1,Yes,No,1,No,No,general loan,No,Yes,No,No,Yes,No,Month-to-month,No,40.2,40.2,Yes,The loan prepayment charges are too high.,Loans,
8203-XJZRC,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.25,20.25,No,The loan prepayment charges are too high.,Loans,
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,No,101.15,3741.85,No,The fixed deposit maturity process is very efficient.,Fixed Deposit,
4554-YGZIH,Male,1,Yes,No,49,Yes,Yes,top up loan,No,Yes,No,No,No,Yes,Month-to-month,No,90.05,4547.25,Yes,The Debit Card activation process took too long.,Debit Cards,
9058-HRZSV,Female,1,Yes,No,65,Yes,No,top up loan,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,94.4,6126.15,No,The mobile banking app is very user-friendly.,Mobile Banking,
3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.55,1336.1,No,The loan prepayment charges are too high.,Loans,
7817-OMJNA,Male,0,No,No,14,Yes,No,No,No,No,No,No,No,No,One year,No,20.4,275.7,No,The mobile app is very slow and crashes often.,Mobile Banking,
6323-AYBRX,Male,0,No,No,59,Yes,No,No,No,No,No,No,No,No,Two year,No,19.35,1099.6,Yes,The mobile app does not have biometric login.,Mobile Banking,
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,99.3,918.75,No,The Debit Card delivery is very delayed.,Debit Card,
9069-LGEUL,Male,0,Yes,No,23,Yes,No,general loan,Yes,No,No,No,No,Yes,Month-to-month,Yes,59.95,1406,No,My Credit Card is not accepted online.,Credit Card,
9505-SQFSW,Female,0,Yes,Yes,3,No,No,general loan,No,Yes,No,No,No,Yes,Month-to-month,No,40.3,92.5,No,The bank's website is very easy to navigate.,General,
7997-EASSD,Female,0,Yes,No,63,Yes,Yes,top up loan,No,No,No,Yes,No,No,One year,Yes,81.2,4965.1,No,The mobile banking app does not support my device.,Mobile Banking,
5650-VDUDS,Female,0,No,No,4,No,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,24.25,96.05,Yes,The ATM network is very unreliable.,ATM Service,
5382-SOYZL,Male,0,No,No,22,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.1,2162.6,No,The online banking transactions are very secure.,Online Banking,
7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No,No,No,No,No,No,No,Two year,No,19.9,1292.6,No,The customer support for Credit Cards is very unresponsive.,Credit Cards,
2639-UGMAZ,Male,1,No,No,71,No,No,general loan,Yes,Yes,No,No,Yes,Yes,One year,Yes,56.45,3985.35,No,The Current Account online banking features are very convenient.,Current Account,
3030-ZKIWL,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.05,20.05,No,How do I deposit cash into my Current Account?,Current Account,
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.6,1170.55,No,The Credit Card travel benefits are very good.,Credit Card,
9101-BWFSS,Female,0,Yes,No,50,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,Yes,One year,No,108.55,5610.7,Yes,The loan processing time is too long.,Loans,
6366-ZGQGL,Male,0,No,No,1,No,No,general loan,No,No,No,No,No,No,Month-to-month,No,24.8,24.8,Yes,The mobile banking app does not support my device.,Mobile Banking,
2472-OVKUP,Male,0,Yes,No,6,Yes,No,top up loan,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,91,531,Yes,The Debit Card PIN reset process is very confusing.,Debit Card,
6067-NGCEU,Female,0,No,No,65,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,111.05,7107,No,How do I get a Current Account statement by post?,Current Account,
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,general loan,Yes,Yes,No,No,Yes,Yes,One year,Yes,79.7,4786.15,No,The online banking interface is very user-friendly.,Online Banking,
2372-HWUHI,Male,0,No,No,2,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,44.35,81.25,Yes,The loan documentation process is very complicated.,Loans,
